term,tag,value
ширинка,NEUT,0.0
ширить,NEUT,-0.11
шириться,NEUT,0.28
ширма,NEUT,0.01
широкий,NEUT,0.26
широковещательный,NEUT,0.44
широкогрудый,NEUT,0.39
широкодоступность,NEUT,0.49
широкодоступный,PSTV,0.68
ширококрылый,NEUT,0.38
широколиственный,NEUT,0.19
широколицый,NEUT,0.0
широконосый,NEUT,-0.22
широкоплечий,NEUT,0.41
широкополосный,NEUT,0.0
широкополый,NEUT,0.09
широкоскулый,NEUT,0.0
широкоформатный,NEUT,0.37
широкоэкранный,NEUT,0.22
широта,NEUT,0.0
широчайший,NEUT,0.45
широченный,NEUT,0.1
ширпотреб,NGTV,-0.93
шить,NEUT,0.34
шитьё,NEUT,0.3
шифер,NEUT,0.0
шифр,NEUT,0.0
шифровальный,NEUT,0.0
шифровальщик,NEUT,0.0
шифровать,NEUT,0.01
шифровка,NEUT,0.04
шишечка,NEUT,0.41
шишка,NEUT,0.1
шишковатый,NEUT,-0.13
шишковидный,NEUT,0.07
шкала,NEUT,0.0
шкатулка,NEUT,0.08
шкатулочка,PSTV,0.57
шкаф,NEUT,0.2
шкафчик,NEUT,0.28
шквал,NGTV,-0.36
шквалистый,NGTV,-0.51
шквальный,NGTV,-0.6
шкипер,NEUT,0.22
шкирка,NGTV,-0.4
шкода,NGTV,-0.63
шкодить,NGTV,-1.0
шкодливый,NGTV,-0.93
шкодник,NGTV,-0.75
шкодница,NGTV,-0.9
школа,NEUT,0.41
школка,NGTV,-0.38
школьник,NEUT,0.37
школьница,NEUT,0.45
школьный,NEUT,0.18
школяр,NEUT,-0.33
шкура,NEUT,-0.23
шкурка,NEUT,0.0
шкурный,NGTV,-0.76
шлагбаум,NEUT,0.0
шлак,NGTV,-1.0
шлакобетонный,NEUT,0.0
шлакоблок,NEUT,0.0
шлаковый,NGTV,-0.81
шланг,NEUT,0.0
шлейка,NEUT,-0.03
шлейф,NEUT,0.06
шлем,NEUT,0.4
шлепок,NGTV,-0.44
шлифовальный,NEUT,0.04
шлифовальщик,NEUT,0.14
шлифование,NEUT,0.09
шлифовать,NEUT,0.22
шлифовка,NEUT,0.26
шлюз,NEUT,0.0
шлюпка,NEUT,0.08
шлягер,NEUT,0.5
шляпа,NEUT,0.05
шляпка,NEUT,0.34
шляпник,NEUT,0.1
шляпный,NEUT,-0.02
шляться,NGTV,-1.0
шлёпанец,NEUT,0.16
шлёпанье,NGTV,-0.4
шлёпать,NGTV,-0.43
шлёпаться,NGTV,-0.58
шлёпнуть,NGTV,-0.62
шлёпнуться,NGTV,-0.62
шмелиный,NEUT,0.0
шмель,NEUT,0.07
шмон,NGTV,-0.98
шмотьё,NGTV,-0.68
шмыганье,NGTV,-0.71
шмыгать,NGTV,-0.46
шмыгнуть,NEUT,-0.15
шмякаться,NGTV,-0.47
шмякнуть,NGTV,-0.41
шмякнуться,NGTV,-0.87
шницель,NEUT,0.29
шнур,NEUT,0.0
шнуровать,NEUT,0.0
шнуровка,NEUT,0.0
шнурок,NEUT,0.14
шнырять,NGTV,-0.74
шов,NEUT,0.1
шовинист,NGTV,-1.0
шовинистский,NGTV,-0.94
шок,NGTV,-0.52
шокер,NGTV,-0.43
шокировать,NGTV,-0.53
шоковый,NGTV,-0.81
шоколад,PSTV,0.83
шоколадка,PSTV,0.88
шоколадный,PSTV,0.61
шопинг,NEUT,0.47
шопот,NEUT,0.11
шоппинг,NEUT,0.43
шорканье,NEUT,-0.34
шоркать,NEUT,-0.26
шорох,NEUT,0.0
шоссе,NEUT,0.02
шоссейный,NEUT,0.01
шотландец,NEUT,0.22
шотландка,NEUT,0.09
шоу,NEUT,0.5
шоу-бизнес,NEUT,0.23
шоумен,NEUT,0.17
шофёр,NEUT,0.07
шофёрский,NEUT,0.16
шпага,NEUT,0.0
шпагат,NEUT,0.19
шпажка,NEUT,0.03
шпаклёвка,NEUT,0.0
шпала,NEUT,0.0
шпана,NGTV,-0.93
шпаргалка,NEUT,-0.32
шпарить,NEUT,0.36
шпатель,NEUT,0.0
шпатлёвка,NEUT,0.0
шпик,NEUT,0.35
шпиль,NEUT,0.0
шпилька,NEUT,0.13
шпинат,NEUT,0.34
шпингалет,NEUT,0.0
шпион,NGTV,-0.5
шпионаж,NGTV,-0.65
шпионить,NGTV,-0.9
шпионка,NGTV,-0.48
шпиономания,NGTV,-0.84
шпионский,NGTV,-0.44
шпионство,NGTV,-0.69
шпиц,NEUT,0.4
шпора,NEUT,-0.06
шприц,NEUT,0.0
шрам,NGTV,-0.6
шрамик,NGTV,-0.43
шрифт,NEUT,0.0
штаб,NEUT,0.0
штаб-квартира,NEUT,0.06
штаб-лекарь,NEUT,0.43
штаб-офицер,NEUT,0.12
штаб-офицерский,NEUT,0.29
штамм,NEUT,0.0
штамп,NEUT,0.0
штамповать,NEUT,0.1
штамповка,NEUT,0.0
штамповочный,NEUT,0.0
штанга,NEUT,0.14
штангенциркуль,NEUT,0.0
штангист,NEUT,0.1
штанина,NEUT,0.0
штанишки,PSTV,0.57
штаны,NEUT,0.0
штат,NEUT,0.08
штатив,NEUT,0.03
штатный,NEUT,0.09
штиль,NEUT,0.11
штифт,NEUT,0.04
штопаный,NEUT,-0.19
штопанье,NEUT,0.29
штопать,NEUT,0.1
штопор,NEUT,0.0
штопорный,NEUT,-0.18
штора,NEUT,0.06
шторка,NEUT,0.24
шторм,NGTV,-1.0
штормить,NGTV,-1.0
штормовой,NGTV,-0.55
штраф,NGTV,-1.0
штрафник,NGTV,-1.0
штрафники,NGTV,-1.0
штрафной,NGTV,-0.98
штрафовать,NGTV,-1.0
штрафстоянка,NGTV,-0.89
штрих,NEUT,0.03
штриховка,NEUT,0.0
штришок,NEUT,0.08
штрудель,PSTV,0.56
штудирование,NEUT,0.33
штудировать,NEUT,0.45
штука,NEUT,0.12
штукатур,NEUT,0.09
штукатурить,NEUT,0.14
штукатурка,NEUT,0.08
штукатурный,NEUT,0.0
штукенция,NEUT,0.14
штуковина,NEUT,0.12
штурвал,NEUT,0.0
штурм,NGTV,-0.64
штурман,NEUT,0.1
штурманский,NEUT,0.0
штурмовать,NGTV,-0.56
штурмовик,NEUT,-0.18
штурмовой,NEUT,-0.28
штучка,NEUT,0.2
штучный,NEUT,0.06
штык,NEUT,-0.28
штык-нож,NEUT,-0.33
штыковой,NEUT,-0.19
штырить,NGTV,-0.69
штырь,NEUT,0.0
шуба,NEUT,0.27
шубейка,NEUT,0.37
шубка,NEUT,0.52
шубёнка,NEUT,0.32
шугануть,NGTV,-0.83
шугать,NGTV,-1.0
шугнуть,NGTV,-0.48
шулер,NGTV,-0.98
шулерский,NGTV,-1.0
шулерство,NGTV,-1.0
шум,NGTV,-0.39
шумахер,NEUT,0.17
шуметь,NGTV,-0.6
шумиха,NGTV,-0.76
шумливость,NGTV,-0.64
шумливый,NGTV,-0.66
шумность,NGTV,-0.41
шумный,NGTV,-0.59
шумовка,NEUT,0.03
шумовой,NEUT,-0.08
шумок,NEUT,-0.1
шурин,NEUT,0.02
шуровать,NEUT,-0.25
шуруп,NEUT,0.0
шуруповёрт,NEUT,0.32
шуршание,NEUT,0.01
шуршать,NEUT,-0.07
шустрик,PSTV,0.74
шустрость,NEUT,0.51
шустрый,PSTV,0.66
шут,PSTV,0.64
шутер,NEUT,0.18
шутить,PSTV,0.95
шутка,PSTV,0.84
шутливость,PSTV,0.9
шутливый,PSTV,0.95
шутник,PSTV,0.59
шутница,PSTV,0.61
шутовски,NEUT,-0.33
шутовской,NGTV,-0.41
шутовство,NEUT,-0.26
шуточка,PSTV,0.73
шуточный,PSTV,0.87
шухер,NGTV,-0.95
шушуканье,NGTV,-0.61
шушукаться,NGTV,-0.71
шхуна,NEUT,0.05
шёлк,NEUT,0.29
шёлковый,NEUT,0.42
шёпот,NEUT,0.0
шёрстка,NEUT,0.49
шёрстный,NEUT,0.12
ща,NEUT,-0.26
щавелевый,NEUT,0.07
щавель,NEUT,0.36
щадить,PSTV,1.0
щебень,NEUT,0.04
щебет,NEUT,0.47
щебетание,NEUT,0.46
щебетать,NEUT,0.5
щебёнка,NEUT,0.0
щебёночный,NEUT,0.01
щегол,NGTV,-0.35
щеголеватость,NGTV,-0.59
щеголеватый,NGTV,-0.43
щеголиха,NGTV,-0.61
щеголь,NGTV,-0.37
щегольнуть,NEUT,0.32
щегольски,NGTV,-0.49
щегольской,NEUT,-0.33
щегольство,NGTV,-0.78
щеголять,NEUT,-0.31
щедрость,PSTV,1.0
щедрота,PSTV,1.0
щедрый,PSTV,1.0
щека,NEUT,0.29
щекастый,NEUT,0.32
щеколда,NEUT,0.03
щекотание,NEUT,0.52
щекотать,NEUT,0.53
щекотка,PSTV,0.64
щекотливость,NEUT,0.34
щекотливый,NEUT,0.28
щелбан,NGTV,-0.81
щелкунчик,NEUT,0.31
щелочной,NEUT,0.0
щелчок,NEUT,0.0
щель,NEUT,0.0
щемить,NGTV,-1.0
щенка,NEUT,0.49
щенок,PSTV,0.68
щеночек,PSTV,0.9
щенячий,NEUT,0.52
щепетильность,NEUT,0.26
щепетильный,NEUT,0.41
щепка,NEUT,0.12
щепотка,NEUT,0.12
щепочка,NEUT,0.24
щербет,NEUT,0.47
щетина,NEUT,0.0
щетинистый,NEUT,-0.14
щетиниться,NGTV,-0.56
щетинка,NEUT,0.01
щи,NEUT,0.5
щиколотка,NEUT,0.0
щипаный,NGTV,-0.43
щипать,NGTV,-0.42
щипаться,NGTV,-0.73
щипнуть,NGTV,-0.37
щипок,NEUT,-0.32
щипцы,NEUT,0.08
щипчики,NEUT,0.07
щит,NEUT,0.51
щитовидка,NEUT,0.0
щитовидный,NEUT,0.0
щитовой,NEUT,0.0
щиток,NEUT,0.0
щитоносец,NEUT,0.21
щука,NEUT,0.22
щупальце,NEUT,0.0
щупать,NEUT,0.0
щупленький,NGTV,-0.51
щуплый,NGTV,-0.61
щурить,NEUT,-0.16
щуриться,NEUT,0.0
щучий,NEUT,-0.09
щучка,NEUT,0.21
щёлкание,NEUT,0.0
щёлканье,NEUT,0.0
щёлкать,NEUT,0.0
щёлкнуть,NEUT,0.0
щёлочка,NEUT,0.0
щёлочноземельный,NEUT,0.01
щёлочь,NEUT,-0.28
щётка,NEUT,0.14
щёточка,NEUT,0.14
щёчка,PSTV,0.72
эвакуатор,NEUT,0.17
эвакуационный,NEUT,-0.12
эвакуация,NGTV,-0.41
эвакуировать,NEUT,0.32
эвакуироваться,NGTV,-0.42
эвкалипт,NEUT,0.36
эвкалиптовый,NEUT,0.29
эволюционизм,PSTV,0.65
эволюционирование,PSTV,0.99
эволюционировать,PSTV,1.0
эволюционист,NEUT,0.52
эволюционистский,PSTV,0.64
эволюционный,PSTV,0.69
эволюция,PSTV,0.84
эго,NEUT,-0.27
эгоизм,NGTV,-1.0
эгоист,NGTV,-1.0
эгоистически,NGTV,-1.0
эгоистический,NGTV,-1.0
эгоистичность,NGTV,-1.0
эгоистичный,NGTV,-1.0
эгоистка,NGTV,-1.0
эгоцентризм,NGTV,-0.61
эгоцентрический,NGTV,-0.84
эдак,NEUT,0.0
эйфория,PSTV,0.9
экватор,NEUT,0.06
экваториальный,NEUT,0.1
эквивалент,NEUT,0.09
эквивалентность,NEUT,0.18
эквивалентный,NEUT,0.0
экзамен,NEUT,-0.28
экзаменатор,NEUT,0.19
экзаменационный,NEUT,0.07
экзаменовать,NEUT,0.0
экзекуция,NGTV,-0.92
экземпляр,NEUT,0.0
экземплярчик,NEUT,0.35
экзорцизм,NGTV,-0.42
экзорцист,NEUT,-0.29
экзоскелет,NEUT,0.13
экзотермический,NEUT,0.0
экзотика,NEUT,0.5
экзотически,NEUT,0.36
экзотический,NEUT,0.49
экзотичность,PSTV,0.55
экзотичный,PSTV,0.58
экипаж,NEUT,0.13
экипировать,NEUT,0.46
экипироваться,NEUT,0.32
экипировка,NEUT,0.22
эклектически,NEUT,0.0
эклер,PSTV,0.86
эколог,PSTV,0.59
экологический,PSTV,0.82
экология,PSTV,0.68
эконом,NEUT,0.21
экономизм,NEUT,0.08
экономика,NEUT,0.23
экономист,NEUT,0.36
экономить,PSTV,0.57
экономически,NEUT,0.06
экономический,NEUT,0.25
экономичность,PSTV,0.64
экономичный,PSTV,0.66
экономия,NEUT,0.5
экономка,NEUT,0.38
экономность,PSTV,0.7
экономный,NEUT,0.54
экосистема,NEUT,0.54
экран,NEUT,0.0
экранизация,NEUT,0.01
экранизировать,NEUT,0.4
экранный,NEUT,0.11
экс-министр,NEUT,0.17
экс-президент,NEUT,0.0
экс-премьер,NEUT,0.08
экс-чемпион,NEUT,0.35
экскаватор,NEUT,0.0
экскаваторный,NEUT,0.05
экскаваторщик,NEUT,0.09
эксклюзив,PSTV,0.92
эксклюзивность,PSTV,0.63
эксклюзивный,PSTV,0.67
экскремент,NGTV,-0.49
экскурс,NEUT,0.34
экскурсант,NEUT,0.08
экскурсанты,NEUT,0.22
экскурсионный,NEUT,0.32
экскурсия,NEUT,0.53
экскурсовод,NEUT,0.39
экспедитор,NEUT,0.21
экспедиционный,NEUT,0.14
экспедиция,NEUT,0.49
эксперимент,NEUT,0.4
экспериментальный,NEUT,0.26
экспериментатор,NEUT,0.3
экспериментаторство,NEUT,0.42
экспериментирование,NEUT,0.03
экспериментировать,NEUT,0.5
эксперт,PSTV,0.94
экспертиза,NEUT,0.22
экспертный,PSTV,0.78
эксплуататор,NGTV,-0.88
эксплуататорский,NGTV,-0.9
эксплуатационный,NEUT,-0.21
эксплуатация,NGTV,-0.48
эксплуатировать,NGTV,-0.69
экспозиционный,NEUT,0.13
экспозиция,NEUT,0.25
экспонат,NEUT,0.11
экспорт,NEUT,0.13
экспортировать,NEUT,0.18
экспортный,NEUT,0.0
экспортёр,NEUT,0.16
экспресс,NEUT,0.31
экспресс-лаборатория,NEUT,0.25
экспрессивный,NEUT,-0.33
экспрессионизм,NEUT,0.38
экспрессия,NEUT,0.46
экстаз,PSTV,0.9
экстерн,NEUT,0.43
экстерьер,NEUT,0.08
экстра,NEUT,0.54
экстравагантность,NEUT,0.53
экстравагантный,NEUT,0.42
экстраверт,NEUT,0.41
экстрадиция,NGTV,-0.42
экстракт,NEUT,0.2
экстраординарность,PSTV,0.58
экстраординарный,PSTV,0.75
экстрасенс,NEUT,-0.15
экстремал,NEUT,0.27
экстремальный,NEUT,0.27
экстремизм,NGTV,-0.8
экстремист,NGTV,-1.0
экстремисты,NGTV,-0.98
экстренность,NEUT,-0.32
экстренный,NGTV,-0.42
экстрим,NEUT,0.44
эксцентрический,NEUT,0.25
эксцентричность,NEUT,0.37
эксцентричный,NEUT,0.21
экшен,NEUT,0.28
эластический,NEUT,0.07
эластичность,NEUT,0.41
эластичный,NEUT,0.28
элеватор,NEUT,0.29
элегантность,PSTV,1.0
элегантный,PSTV,1.0
электризация,NEUT,0.23
электризовать,NEUT,0.25
электрик,NEUT,0.4
электрический,NEUT,0.2
электричество,NEUT,0.43
электричка,NEUT,0.29
электробритва,NEUT,0.17
электробытовой,NEUT,0.26
электровоз,NEUT,0.08
электрогенератор,NEUT,0.0
электрогитара,NEUT,0.38
электрод,NEUT,0.11
электродвигатель,NEUT,0.37
электродвижущий,NEUT,0.1
электродинамика,NEUT,0.31
электродинамический,NEUT,0.0
электродрель,NEUT,0.12
электроизмерительный,NEUT,0.1
электроизоляционный,NEUT,0.09
электроинструмент,NEUT,0.04
электрокамин,NEUT,0.0
электрокар,NEUT,0.34
электрокардиограмма,NEUT,0.16
электрокардиограф,NEUT,0.39
электролампа,NEUT,0.02
электролиния,NEUT,0.17
электролит,NEUT,0.03
электролитический,NEUT,0.09
электромагнит,NEUT,0.29
электромагнитный,NEUT,0.06
электромеханический,NEUT,0.0
электромобиль,NEUT,0.46
электромонтажный,NEUT,0.04
электромонтёр,NEUT,0.38
электромотор,NEUT,0.19
электрон,NEUT,-0.23
электронагреватель,NEUT,0.37
электроника,NEUT,0.41
электронно-вычислительный,NEUT,0.04
электронный,NEUT,0.25
электрообогреватель,NEUT,0.35
электрооборудование,NEUT,0.06
электропередача,NEUT,0.09
электропечь,NEUT,0.24
электропила,NEUT,0.23
электропитание,NEUT,0.09
электроплита,NEUT,0.28
электроплитка,NEUT,0.22
электропоезд,NEUT,0.37
электроприбор,NEUT,0.28
электропривод,NEUT,0.16
электропровод,NEUT,0.0
электропроводка,NEUT,0.11
электропроводность,NEUT,0.06
электросварка,NEUT,0.02
электросеть,NEUT,0.37
электроснабжение,NEUT,0.34
электростанция,NEUT,0.05
электростимуляция,NEUT,0.27
электросчётчик,NEUT,0.0
электротехника,NEUT,0.38
электротехнический,NEUT,0.03
электроток,NEUT,0.18
электроустановка,NEUT,0.04
электрохимический,NEUT,0.14
электрохимия,NEUT,0.06
электроход,NEUT,0.0
электрочайник,NEUT,0.16
электрощит,NEUT,0.08
электроэнергетика,NEUT,0.4
электроэнергия,NEUT,0.35
элемент,NEUT,0.08
элементаль,NEUT,0.1
элементарность,NEUT,0.48
элементарный,NEUT,0.36
эликсир,NEUT,0.54
элита,PSTV,0.55
элитарность,NEUT,0.45
элитарный,PSTV,0.69
элитный,PSTV,1.0
